"loan_id","gender","married","dependents","education","self_employed","applicant_income","applicant_income_category","coapplicant_status","coapplicant_income","total_income","total_income_cat","loan_amount","loan_type","loan_amount_cat","loan_term","credit_history","property_area","loan_status","emi","dti"
"LP001633","Male","Yes","1","Graduate","No",6400,"High","Yes","7250.00","13650.00","Very High",180000,"Mortgage","High",360,"No","Urban","Rejected","500.00","3.66"
"LP001636","Male","Yes","0","Graduate","No",4600,"Medium","No","0.00","4600.00","Medium",73000,"Retail","Medium",180,"Yes","Semiurban","Approved","405.56","8.82"
"LP001637","Male","Yes","1","Graduate","No",33846,"Very High","No","0.00","33846.00","Very High",260000,"Mortgage","High",360,"Yes","Semiurban","Rejected","722.22","2.13"
"LP001639","Female","Yes","0","Graduate","No",3625,"Medium","No","0.00","3625.00","Low",108000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","300.00","8.28"
"LP001640","Male","Yes","0","Graduate","Yes",39147,"Very High","Yes","4750.00","43897.00","Very High",120000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","333.33","0.76"
"LP001641","Male","Yes","1","Graduate","Yes",2178,"Low","No","0.00","2178.00","Low",66000,"Retail","Medium",300,"No","Rural","Rejected","220.00","10.10"
"LP001647","Male","Yes","0","Graduate","No",9328,"High","No","0.00","9328.00","High",188000,"Mortgage","High",180,"Yes","Rural","Approved","1044.44","11.20"
"LP001653","Male","No","0","Not Graduate","No",4885,"Medium","No","0.00","4885.00","Medium",48000,"Retail","Low",360,"Yes","Rural","Approved","133.33","2.73"
"LP001656","Male","No","0","Graduate","No",12000,"Very High","No","0.00","12000.00","Very High",164000,"Mortgage","High",360,"Yes","Semiurban","Rejected","455.56","3.80"
"LP001657","Male","Yes","0","Not Graduate","No",6033,"High","No","0.00","6033.00","Medium",160000,"Mortgage","High",360,"Yes","Urban","Rejected","444.44","7.37"
"LP001658","Male","No","0","Graduate","No",3858,"Medium","No","0.00","3858.00","Low",76000,"Retail","Medium",360,"Yes","Semiurban","Approved","211.11","5.47"
"LP001664","Male","No","0","Graduate","No",4191,"Medium","No","0.00","4191.00","Medium",120000,"Mortgage","Medium",360,"Yes","Rural","Approved","333.33","7.95"
"LP001665","Male","Yes","1","Graduate","No",3125,"Low","Yes","2583.00","5708.00","Medium",170000,"Mortgage","High",360,"Yes","Semiurban","Rejected","472.22","8.27"
"LP001666","Male","No","0","Graduate","No",8333,"High","Yes","3750.00","12083.00","Very High",187000,"Mortgage","High",360,"Yes","Rural","Approved","519.44","4.30"
"LP001673","Male","No","0","Graduate","Yes",11000,"Very High","No","0.00","11000.00","High",83000,"Retail","Medium",360,"Yes","Urban","Rejected","230.56","2.10"
"LP001674","Male","Yes","1","Not Graduate","No",2600,"Low","Yes","2500.00","5100.00","Medium",90000,"Retail","Medium",360,"Yes","Semiurban","Approved","250.00","4.90"
"LP001677","Male","No","2","Graduate","No",4923,"Medium","No","0.00","4923.00","Medium",166000,"Mortgage","High",360,"No","Semiurban","Approved","461.11","9.37"
"LP001688","Male","Yes","1","Not Graduate","No",3500,"Medium","Yes","1083.00","4583.00","Medium",135000,"Mortgage","Medium",360,"Yes","Urban","Approved","375.00","8.18"
"LP001691","Male","Yes","2","Not Graduate","No",3917,"Medium","No","0.00","3917.00","Low",124000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","344.44","8.79"
"LP001692","Female","No","0","Not Graduate","No",4408,"Medium","No","0.00","4408.00","Medium",120000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","333.33","7.56"
"LP001693","Female","No","0","Graduate","No",3244,"Low","No","0.00","3244.00","Low",80000,"Retail","Medium",360,"Yes","Urban","Approved","222.22","6.85"
"LP001698","Male","No","0","Not Graduate","No",3975,"Medium","Yes","2531.00","6506.00","Medium",55000,"Retail","Medium",360,"Yes","Rural","Approved","152.78","2.35"
"LP001699","Male","No","0","Graduate","No",2479,"Low","No","0.00","2479.00","Low",59000,"Retail","Medium",360,"Yes","Urban","Approved","163.89","6.61"
"LP001702","Male","No","0","Graduate","No",3418,"Medium","No","0.00","3418.00","Low",127000,"Mortgage","Medium",360,"Yes","Semiurban","Rejected","352.78","10.32"
"LP001708","Female","No","0","Graduate","No",10000,"Very High","No","0.00","10000.00","High",214000,"Mortgage","High",360,"Yes","Semiurban","Rejected","594.44","5.94"
"LP001711","Male","Yes","3+","Graduate","No",3430,"Medium","Yes","1250.00","4680.00","Medium",128000,"Mortgage","Medium",360,"No","Semiurban","Rejected","355.56","7.60"
"LP001713","Male","Yes","1","Graduate","Yes",7787,"High","No","0.00","7787.00","High",240000,"Mortgage","High",360,"Yes","Urban","Approved","666.67","8.56"
"LP001715","Male","Yes","3+","Not Graduate","Yes",5703,"Medium","No","0.00","5703.00","Medium",130000,"Mortgage","Medium",360,"Yes","Rural","Approved","361.11","6.33"
"LP001716","Male","Yes","0","Graduate","No",3173,"Low","Yes","3021.00","6194.00","Medium",137000,"Mortgage","Medium",360,"Yes","Urban","Approved","380.56","6.14"
"LP001720","Male","Yes","3+","Not Graduate","No",3850,"Medium","Yes","983.00","4833.00","Medium",100000,"Retail","Medium",360,"Yes","Semiurban","Approved","277.78","5.75"
"LP001722","Male","Yes","0","Graduate","No",150,"Low","Yes","1800.00","1950.00","Low",135000,"Mortgage","Medium",360,"Yes","Rural","Rejected","375.00","19.23"
"LP001726","Male","Yes","0","Graduate","No",3727,"Medium","Yes","1775.00","5502.00","Medium",131000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","363.89","6.61"
"LP001736","Male","Yes","0","Graduate","No",2221,"Low","No","0.00","2221.00","Low",60000,"Retail","Medium",360,"No","Urban","Rejected","166.67","7.50"
"LP001743","Male","Yes","2","Graduate","No",4009,"Medium","Yes","1717.00","5726.00","Medium",116000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","322.22","5.63"
"LP001744","Male","No","0","Graduate","No",2971,"Low","Yes","2791.00","5762.00","Medium",144000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","400.00","6.94"
"LP001750","Male","Yes","0","Graduate","No",6250,"High","No","0.00","6250.00","Medium",128000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","355.56","5.69"
"LP001751","Male","Yes","0","Graduate","No",3250,"Low","No","0.00","3250.00","Low",170000,"Mortgage","High",360,"Yes","Rural","Rejected","472.22","14.53"
"LP001758","Male","Yes","2","Graduate","No",6250,"High","Yes","1695.00","7945.00","High",210000,"Mortgage","High",360,"Yes","Semiurban","Approved","583.33","7.34"
"LP001761","Male","No","0","Graduate","Yes",6400,"High","No","0.00","6400.00","Medium",200000,"Mortgage","High",360,"Yes","Rural","Approved","555.56","8.68"
"LP001765","Male","Yes","1","Graduate","No",2491,"Low","Yes","2054.00","4545.00","Medium",104000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","288.89","6.36"
"LP001776","Female","No","0","Graduate","No",8333,"High","No","0.00","8333.00","High",280000,"Mortgage","High",360,"Yes","Semiurban","Approved","777.78","9.33"
"LP001778","Male","Yes","1","Graduate","No",3155,"Low","Yes","1779.00","4934.00","Medium",140000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","388.89","7.88"
"LP001784","Male","Yes","1","Graduate","No",5500,"Medium","Yes","1260.00","6760.00","Medium",170000,"Mortgage","High",360,"Yes","Rural","Approved","472.22","6.99"
"LP001790","Female","No","1","Graduate","No",3812,"Medium","No","0.00","3812.00","Low",112000,"Mortgage","Medium",360,"Yes","Rural","Approved","311.11","8.16"
"LP001792","Male","Yes","1","Graduate","No",3315,"Low","No","0.00","3315.00","Low",96000,"Retail","Medium",360,"Yes","Semiurban","Approved","266.67","8.04"
"LP001798","Male","Yes","2","Graduate","No",5819,"Medium","Yes","5000.00","10819.00","High",120000,"Mortgage","Medium",360,"Yes","Rural","Approved","333.33","3.08"
"LP001800","Male","Yes","1","Not Graduate","No",2510,"Low","Yes","1983.00","4493.00","Medium",140000,"Mortgage","Medium",180,"Yes","Urban","Rejected","777.78","17.31"
"LP001806","Male","No","0","Graduate","No",2965,"Low","Yes","5701.00","8666.00","High",155000,"Mortgage","High",60,"Yes","Urban","Approved","2583.33","29.81"
"LP001807","Male","Yes","2","Graduate","Yes",6250,"High","Yes","1300.00","7550.00","High",108000,"Mortgage","Medium",360,"Yes","Rural","Approved","300.00","3.97"
"LP001811","Male","Yes","0","Not Graduate","No",3406,"Medium","Yes","4417.00","7823.00","High",123000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","341.67","4.37"
"LP001813","Male","No","0","Graduate","Yes",6050,"High","Yes","4333.00","10383.00","High",120000,"Mortgage","Medium",180,"Yes","Urban","Rejected","666.67","6.42"
"LP001814","Male","Yes","2","Graduate","No",9703,"High","No","0.00","9703.00","High",112000,"Mortgage","Medium",360,"Yes","Urban","Approved","311.11","3.21"
"LP001819","Male","Yes","1","Not Graduate","No",6608,"High","No","0.00","6608.00","Medium",137000,"Mortgage","Medium",180,"Yes","Urban","Approved","761.11","11.52"
"LP001824","Male","Yes","1","Graduate","No",2882,"Low","Yes","1843.00","4725.00","Medium",123000,"Mortgage","Medium",480,"Yes","Semiurban","Approved","256.25","5.42"
"LP001825","Male","Yes","0","Graduate","No",1809,"Low","Yes","1868.00","3677.00","Low",90000,"Retail","Medium",360,"Yes","Urban","Approved","250.00","6.80"
"LP001835","Male","Yes","0","Not Graduate","No",1668,"Low","Yes","3890.00","5558.00","Medium",201000,"Mortgage","High",360,"No","Semiurban","Rejected","558.33","10.05"
"LP001836","Female","No","2","Graduate","No",3427,"Medium","No","0.00","3427.00","Low",138000,"Mortgage","Medium",360,"Yes","Urban","Rejected","383.33","11.19"
"LP001581","Male","Yes","0","Not Graduate","No",1820,"Low","Yes","1769.00","3589.00","Low",95000,"Retail","Medium",360,"Yes","Rural","Approved","263.89","7.35"
"LP001754","Male","Yes","0","Not Graduate","Yes",4735,"Medium","No","0.00","4735.00","Medium",138000,"Mortgage","Medium",360,"Yes","Urban","Rejected","383.33","8.10"
"LP001760","Male","Yes","0","Graduate","No",4758,"Medium","No","0.00","4758.00","Medium",158000,"Mortgage","High",480,"Yes","Semiurban","Approved","329.17","6.92"
"LP001732","Male","Yes","2","Graduate","No",5000,"Medium","No","0.00","5000.00","Medium",72000,"Retail","Medium",360,"No","Semiurban","Rejected","200.00","4.00"
"LP001682","Male","Yes","3+","Not Graduate","No",3992,"Medium","No","0.00","3992.00","Low",146000,"Mortgage","Medium",180,"Yes","Urban","Rejected","811.11","20.32"
"LP001669","Female","No","0","Not Graduate","No",1907,"Low","Yes","2365.00","4272.00","Medium",120000,"Mortgage","Medium",360,"Yes","Urban","Approved","333.33","7.80"
"LP001749","Male","Yes","0","Graduate","No",7578,"High","Yes","1010.00","8588.00","High",175000,"Mortgage","High",360,"Yes","Semiurban","Approved","486.11","5.66"
"LP001770","Male","No","0","Not Graduate","No",3189,"Low","Yes","2598.00","5787.00","Medium",120000,"Mortgage","Medium",360,"Yes","Rural","Approved","333.33","5.76"
"LP001634","Male","No","0","Graduate","No",1916,"Low","Yes","5063.00","6979.00","Medium",67000,"Retail","Medium",360,"Unknown","Rural","Rejected","186.11","2.67"
"LP001643","Male","Yes","0","Graduate","No",2383,"Low","Yes","2138.00","4521.00","Medium",58000,"Retail","Medium",360,"Unknown","Rural","Approved","161.11","3.56"
"LP001671","Female","Yes","0","Graduate","No",3416,"Medium","Yes","2816.00","6232.00","Medium",113000,"Mortgage","Medium",360,"Unknown","Semiurban","Approved","313.89","5.04"
"LP001841","Male","No","0","Not Graduate","Yes",2583,"Low","Yes","2167.00","4750.00","Medium",104000,"Mortgage","Medium",360,"Yes","Rural","Approved","288.89","6.08"
"LP001843","Male","Yes","1","Not Graduate","No",2661,"Low","Yes","7101.00","9762.00","High",279000,"Mortgage","High",180,"Yes","Semiurban","Approved","1550.00","15.88"
"LP001844","Male","No","0","Graduate","Yes",16250,"Very High","No","0.00","16250.00","Very High",192000,"Mortgage","High",360,"No","Urban","Rejected","533.33","3.28"
"LP001846","Female","No","3+","Graduate","No",3083,"Low","No","0.00","3083.00","Low",255000,"Mortgage","High",360,"Yes","Rural","Approved","708.33","22.98"
"LP001849","Male","No","0","Not Graduate","No",6045,"High","No","0.00","6045.00","Medium",115000,"Mortgage","Medium",360,"No","Rural","Rejected","319.44","5.28"
"LP001854","Male","Yes","3+","Graduate","No",5250,"Medium","No","0.00","5250.00","Medium",94000,"Retail","Medium",360,"Yes","Urban","Rejected","261.11","4.97"
"LP001859","Male","Yes","0","Graduate","No",14683,"Very High","Yes","2100.00","16783.00","Very High",304000,"Mortgage","Very High",360,"Yes","Rural","Rejected","844.44","5.03"
"LP001868","Male","No","0","Graduate","No",2060,"Low","Yes","2209.00","4269.00","Medium",134000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","372.22","8.72"
"LP001870","Female","No","1","Graduate","No",3481,"Medium","No","0.00","3481.00","Low",155000,"Mortgage","High",36,"Yes","Semiurban","Rejected","4305.56","123.69"
"LP001871","Female","No","0","Graduate","No",7200,"High","No","0.00","7200.00","High",120000,"Mortgage","Medium",360,"Yes","Rural","Approved","333.33","4.63"
"LP001872","Male","No","0","Graduate","Yes",5166,"Medium","No","0.00","5166.00","Medium",128000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","355.56","6.88"
"LP001875","Male","No","0","Graduate","No",4095,"Medium","Yes","3447.00","7542.00","High",151000,"Mortgage","High",360,"Yes","Rural","Approved","419.44","5.56"
"LP001877","Male","Yes","2","Graduate","No",4708,"Medium","Yes","1387.00","6095.00","Medium",150000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","416.67","6.84"
"LP001882","Male","Yes","3+","Graduate","No",4333,"Medium","Yes","1811.00","6144.00","Medium",160000,"Mortgage","High",360,"No","Urban","Approved","444.44","7.23"
"LP001884","Female","No","1","Graduate","No",2876,"Low","Yes","1560.00","4436.00","Medium",90000,"Retail","Medium",360,"Yes","Urban","Approved","250.00","5.64"
"LP001888","Female","No","0","Graduate","No",3237,"Low","No","0.00","3237.00","Low",30000,"Retail","Low",360,"Yes","Urban","Approved","83.33","2.57"
"LP001891","Male","Yes","0","Graduate","No",11146,"Very High","No","0.00","11146.00","High",136000,"Mortgage","Medium",360,"Yes","Urban","Approved","377.78","3.39"
"LP001892","Male","No","0","Graduate","No",2833,"Low","Yes","1857.00","4690.00","Medium",126000,"Mortgage","Medium",360,"Yes","Rural","Approved","350.00","7.46"
"LP001894","Male","Yes","0","Graduate","No",2620,"Low","Yes","2223.00","4843.00","Medium",150000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","416.67","8.60"
"LP001896","Male","Yes","2","Graduate","No",3900,"Medium","No","0.00","3900.00","Low",90000,"Retail","Medium",360,"Yes","Semiurban","Approved","250.00","6.41"
"LP001900","Male","Yes","1","Graduate","No",2750,"Low","Yes","1842.00","4592.00","Medium",115000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","319.44","6.96"
"LP001903","Male","Yes","0","Graduate","No",3993,"Medium","Yes","3274.00","7267.00","High",207000,"Mortgage","High",360,"Yes","Semiurban","Approved","575.00","7.91"
"LP001904","Male","Yes","0","Graduate","No",3103,"Low","Yes","1300.00","4403.00","Medium",80000,"Retail","Medium",360,"Yes","Urban","Approved","222.22","5.05"
"LP001907","Male","Yes","0","Graduate","No",14583,"Very High","No","0.00","14583.00","Very High",436000,"Mortgage","Very High",360,"Yes","Semiurban","Approved","1211.11","8.30"
"LP001910","Male","No","1","Not Graduate","Yes",4053,"Medium","Yes","2426.00","6479.00","Medium",158000,"Mortgage","High",360,"No","Urban","Rejected","438.89","6.77"
"LP001914","Male","Yes","0","Graduate","No",3927,"Medium","Yes","800.00","4727.00","Medium",112000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","311.11","6.58"
"LP001915","Male","Yes","2","Graduate","No",2301,"Low","Yes","985.80","3286.80","Low",78000,"Retail","Medium",180,"Yes","Urban","Approved","433.33","13.18"
"LP001917","Female","No","0","Graduate","No",1811,"Low","Yes","1666.00","3477.00","Low",54000,"Retail","Medium",360,"Yes","Urban","Approved","150.00","4.31"
"LP001924","Male","No","0","Graduate","No",3158,"Low","Yes","3053.00","6211.00","Medium",89000,"Retail","Medium",360,"Yes","Rural","Approved","247.22","3.98"
"LP001925","Female","No","0","Graduate","Yes",2600,"Low","Yes","1717.00","4317.00","Medium",99000,"Retail","Medium",300,"Yes","Semiurban","Rejected","330.00","7.64"
"LP001926","Male","Yes","0","Graduate","No",3704,"Medium","Yes","2000.00","5704.00","Medium",120000,"Mortgage","Medium",360,"Yes","Rural","Approved","333.33","5.84"
"LP001931","Female","No","0","Graduate","No",4124,"Medium","No","0.00","4124.00","Medium",115000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","319.44","7.75"
"LP001935","Male","No","0","Graduate","No",9508,"High","No","0.00","9508.00","High",187000,"Mortgage","High",360,"Yes","Rural","Approved","519.44","5.46"
"LP001936","Male","Yes","0","Graduate","No",3075,"Low","Yes","2416.00","5491.00","Medium",139000,"Mortgage","Medium",360,"Yes","Rural","Approved","386.11","7.03"
"LP001938","Male","Yes","2","Graduate","No",4400,"Medium","No","0.00","4400.00","Medium",127000,"Mortgage","Medium",360,"No","Semiurban","Rejected","352.78","8.02"
"LP001940","Male","Yes","2","Graduate","No",3153,"Low","Yes","1560.00","4713.00","Medium",134000,"Mortgage","Medium",360,"Yes","Urban","Approved","372.22","7.90"
"LP001947","Male","Yes","0","Graduate","No",2383,"Low","Yes","3334.00","5717.00","Medium",172000,"Mortgage","High",360,"Yes","Semiurban","Approved","477.78","8.36"
"LP001953","Male","Yes","1","Graduate","No",6875,"High","No","0.00","6875.00","Medium",200000,"Mortgage","High",360,"Yes","Semiurban","Approved","555.56","8.08"
"LP001954","Female","Yes","1","Graduate","No",4666,"Medium","No","0.00","4666.00","Medium",135000,"Mortgage","Medium",360,"Yes","Urban","Approved","375.00","8.04"
"LP001955","Female","No","0","Graduate","No",5000,"Medium","Yes","2541.00","7541.00","High",151000,"Mortgage","High",480,"Yes","Rural","Rejected","314.58","4.17"
"LP001963","Male","Yes","1","Graduate","No",2014,"Low","Yes","2925.00","4939.00","Medium",113000,"Mortgage","Medium",360,"Yes","Urban","Rejected","313.89","6.36"
"LP001964","Male","Yes","0","Not Graduate","No",1800,"Low","Yes","2934.00","4734.00","Medium",93000,"Retail","Medium",360,"No","Urban","Rejected","258.33","5.46"
"LP001974","Female","No","0","Graduate","No",5000,"Medium","No","0.00","5000.00","Medium",132000,"Mortgage","Medium",360,"Yes","Rural","Approved","366.67","7.33"
"LP001977","Male","Yes","1","Graduate","No",1625,"Low","Yes","1803.00","3428.00","Low",96000,"Retail","Medium",360,"Yes","Urban","Approved","266.67","7.78"
"LP001978","Male","No","0","Graduate","No",4000,"Medium","Yes","2500.00","6500.00","Medium",140000,"Mortgage","Medium",360,"Yes","Rural","Approved","388.89","5.98"
"LP001993","Female","No","0","Graduate","No",3762,"Medium","Yes","1666.00","5428.00","Medium",135000,"Mortgage","Medium",360,"Yes","Rural","Approved","375.00","6.91"
"LP001994","Female","No","0","Graduate","No",2400,"Low","Yes","1863.00","4263.00","Medium",104000,"Mortgage","Medium",360,"No","Urban","Rejected","288.89","6.78"
"LP001996","Male","No","0","Graduate","No",20233,"Very High","No","0.00","20233.00","Very High",480000,"Mortgage","Very High",360,"Yes","Rural","Rejected","1333.33","6.59"
"LP002002","Female","No","0","Graduate","No",2917,"Low","No","0.00","2917.00","Low",84000,"Retail","Medium",360,"Yes","Semiurban","Approved","233.33","8.00"
"LP002004","Male","No","0","Not Graduate","No",2927,"Low","Yes","2405.00","5332.00","Medium",111000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","308.33","5.78"
"LP002006","Female","No","0","Graduate","No",2507,"Low","No","0.00","2507.00","Low",56000,"Retail","Medium",360,"Yes","Rural","Approved","155.56","6.20"
"LP002031","Male","Yes","1","Not Graduate","No",3399,"Medium","Yes","1640.00","5039.00","Medium",111000,"Mortgage","Medium",180,"Yes","Urban","Approved","616.67","12.24"
"LP002035","Male","Yes","2","Graduate","No",3717,"Medium","No","0.00","3717.00","Low",120000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","333.33","8.97"
"LP002050","Male","Yes","1","Graduate","Yes",10000,"Very High","No","0.00","10000.00","High",155000,"Mortgage","High",360,"Yes","Rural","Rejected","430.56","4.31"
"LP002051","Male","Yes","0","Graduate","No",2400,"Low","Yes","2167.00","4567.00","Medium",115000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","319.44","6.99"
"LP002053","Male","Yes","3+","Graduate","No",4342,"Medium","Yes","189.00","4531.00","Medium",124000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","344.44","7.60"
"LP002065","Male","Yes","3+","Graduate","No",15000,"Very High","No","0.00","15000.00","Very High",300000,"Mortgage","High",360,"Yes","Rural","Approved","833.33","5.56"
"LP002067","Male","Yes","1","Graduate","Yes",8666,"High","Yes","4983.00","13649.00","Very High",376000,"Mortgage","Very High",360,"No","Rural","Rejected","1044.44","7.65"
"LP002068","Male","No","0","Graduate","No",4917,"Medium","No","0.00","4917.00","Medium",130000,"Mortgage","Medium",360,"No","Rural","Approved","361.11","7.34"
"LP002082","Male","Yes","0","Graduate","Yes",5818,"Medium","Yes","2160.00","7978.00","High",184000,"Mortgage","High",360,"Yes","Semiurban","Approved","511.11","6.41"
"LP002086","Female","Yes","0","Graduate","No",4333,"Medium","Yes","2451.00","6784.00","Medium",110000,"Mortgage","Medium",360,"Yes","Urban","Rejected","305.56","4.50"
"LP002087","Female","No","0","Graduate","No",2500,"Low","No","0.00","2500.00","Low",67000,"Retail","Medium",360,"Yes","Urban","Approved","186.11","7.44"
"LP002097","Male","No","1","Graduate","No",4384,"Medium","Yes","1793.00","6177.00","Medium",117000,"Mortgage","Medium",360,"Yes","Urban","Approved","325.00","5.26"
"LP002098","Male","No","0","Graduate","No",2935,"Low","No","0.00","2935.00","Low",98000,"Retail","Medium",360,"Yes","Semiurban","Approved","272.22","9.28"
"LP001945","Female","No","0","Graduate","No",5417,"Medium","No","0.00","5417.00","Medium",143000,"Mortgage","Medium",480,"No","Urban","Rejected","297.92","5.50"
"LP001972","Male","Yes","0","Not Graduate","No",2875,"Low","Yes","1750.00","4625.00","Medium",105000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","291.67","6.31"
"LP001883","Female","No","0","Graduate","No",3418,"Medium","No","0.00","3418.00","Low",135000,"Mortgage","Medium",360,"Yes","Rural","Rejected","375.00","10.97"
"LP001949","Male","Yes","3+","Graduate","No",4416,"Medium","Yes","1250.00","5666.00","Medium",110000,"Mortgage","Medium",360,"Yes","Urban","Approved","305.56","5.39"
"LP002101","Male","Yes","0","Graduate","No",63337,"Very High","No","0.00","63337.00","Very High",490000,"Mortgage","Very High",180,"Yes","Urban","Approved","2722.22","4.30"
"LP001922","Male","Yes","0","Graduate","No",20667,"Very High","No","0.00","20667.00","Very High",146000,"Mortgage","Medium",360,"Yes","Rural","Rejected","405.56","1.96"
"LP001990","Male","No","0","Not Graduate","No",2000,"Low","No","0.00","2000.00","Low",146000,"Mortgage","Medium",360,"Yes","Urban","Rejected","405.56","20.28"
"LP002054","Male","Yes","2","Not Graduate","No",3601,"Medium","Yes","1590.00","5191.00","Medium",146000,"Mortgage","Medium",360,"Yes","Rural","Approved","405.56","7.81"
"LP001864","Male","Yes","3+","Not Graduate","No",4931,"Medium","No","0.00","4931.00","Medium",128000,"Mortgage","Medium",360,"Unknown","Semiurban","Rejected","355.56","7.21"
"LP001865","Male","Yes","1","Graduate","No",6083,"High","Yes","4250.00","10333.00","High",330000,"Mortgage","Very High",360,"Unknown","Urban","Approved","916.67","8.87"
"LP001908","Female","Yes","0","Not Graduate","No",4100,"Medium","No","0.00","4100.00","Medium",124000,"Mortgage","Medium",360,"Unknown","Rural","Approved","344.44","8.40"
"LP001998","Male","Yes","2","Not Graduate","No",7667,"High","No","0.00","7667.00","High",185000,"Mortgage","High",360,"Unknown","Rural","Approved","513.89","6.70"
"LP002112","Male","Yes","2","Graduate","Yes",2500,"Low","Yes","4600.00","7100.00","High",176000,"Mortgage","High",360,"Yes","Rural","Approved","488.89","6.89"
"LP002114","Female","No","0","Graduate","No",4160,"Medium","No","0.00","4160.00","Medium",71000,"Retail","Medium",360,"Yes","Semiurban","Approved","197.22","4.74"
"LP002115","Male","Yes","3+","Not Graduate","No",2647,"Low","Yes","1587.00","4234.00","Medium",173000,"Mortgage","High",360,"Yes","Rural","Rejected","480.56","11.35"
"LP002116","Female","No","0","Graduate","No",2378,"Low","No","0.00","2378.00","Low",46000,"Retail","Low",360,"Yes","Rural","Rejected","127.78","5.37"
"LP002119","Male","Yes","1","Not Graduate","No",4554,"Medium","Yes","1229.00","5783.00","Medium",158000,"Mortgage","High",360,"Yes","Urban","Approved","438.89","7.59"
"LP002126","Male","Yes","3+","Not Graduate","No",3173,"Low","No","0.00","3173.00","Low",74000,"Retail","Medium",360,"Yes","Semiurban","Approved","205.56","6.48"
"LP002129","Male","Yes","0","Graduate","No",2499,"Low","Yes","2458.00","4957.00","Medium",160000,"Mortgage","High",360,"Yes","Semiurban","Approved","444.44","8.97"
"LP002131","Male","Yes","2","Not Graduate","No",3083,"Low","Yes","2168.00","5251.00","Medium",126000,"Mortgage","Medium",360,"Yes","Urban","Approved","350.00","6.67"
"LP002138","Male","Yes","0","Graduate","No",2625,"Low","Yes","6250.00","8875.00","High",187000,"Mortgage","High",360,"Yes","Rural","Approved","519.44","5.85"
"LP002139","Male","Yes","0","Graduate","No",9083,"High","No","0.00","9083.00","High",228000,"Mortgage","High",360,"Yes","Semiurban","Approved","633.33","6.97"
"LP002140","Male","No","0","Graduate","No",8750,"High","Yes","4167.00","12917.00","Very High",308000,"Mortgage","Very High",360,"Yes","Rural","Rejected","855.56","6.62"
"LP002141","Male","Yes","3+","Graduate","No",2666,"Low","Yes","2083.00","4749.00","Medium",95000,"Retail","Medium",360,"Yes","Rural","Approved","263.89","5.56"
"LP002142","Female","Yes","0","Graduate","Yes",5500,"Medium","No","0.00","5500.00","Medium",105000,"Mortgage","Medium",360,"No","Rural","Rejected","291.67","5.30"
"LP002143","Female","Yes","0","Graduate","No",2423,"Low","Yes","505.00","2928.00","Low",130000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","361.11","12.33"
"LP002149","Male","Yes","2","Graduate","No",8333,"High","Yes","3167.00","11500.00","High",165000,"Mortgage","High",360,"Yes","Rural","Approved","458.33","3.99"
"LP002151","Male","Yes","1","Graduate","No",3875,"Medium","No","0.00","3875.00","Low",67000,"Retail","Medium",360,"Yes","Urban","Rejected","186.11","4.80"
"LP002158","Male","Yes","0","Not Graduate","No",3000,"Low","Yes","1666.00","4666.00","Medium",100000,"Retail","Medium",480,"No","Urban","Rejected","208.33","4.46"
"LP002160","Male","Yes","3+","Graduate","No",5167,"Medium","Yes","3167.00","8334.00","High",200000,"Mortgage","High",360,"Yes","Semiurban","Approved","555.56","6.67"
"LP002161","Female","No","1","Graduate","No",4723,"Medium","No","0.00","4723.00","Medium",81000,"Retail","Medium",360,"Yes","Semiurban","Rejected","225.00","4.76"
"LP002170","Male","Yes","2","Graduate","No",5000,"Medium","Yes","3667.00","8667.00","High",236000,"Mortgage","High",360,"Yes","Semiurban","Approved","655.56","7.56"
"LP002175","Male","Yes","0","Graduate","No",4750,"Medium","Yes","2333.00","7083.00","High",130000,"Mortgage","Medium",360,"Yes","Urban","Approved","361.11","5.10"
"LP002180","Male","No","0","Graduate","Yes",6822,"High","No","0.00","6822.00","Medium",141000,"Mortgage","Medium",360,"Yes","Rural","Approved","391.67","5.74"
